case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00560_C5,ALI_00560,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2243
S4_ALI_00561_C1,ALI_00561,recommendation_stream,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 9.03 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,conflict_risk,A3,0.3006
S4_ALI_00561_C2,ALI_00561,recommendation_stream,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 9.03 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,A3,0.3405
S4_ALI_00561_C3,ALI_00561,recommendation_stream,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 9.03 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention,accept,best_utility_feasible,A3,0.4989
S4_ALI_00561_C4,ALI_00561,recommendation_stream,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 9.03 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,A3,0.3650
S4_ALI_00561_C5,ALI_00561,recommendation_stream,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 9.03 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,A3,0.1434
S4_ALI_00562_C1,ALI_00562,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2105
S4_ALI_00562_C2,ALI_00562,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1934
S4_ALI_00562_C3,ALI_00562,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3212
S4_ALI_00562_C4,ALI_00562,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2696
S4_ALI_00562_C5,ALI_00562,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.1704
S4_ALI_00563_C1,ALI_00563,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.1049
S4_ALI_00563_C2,ALI_00563,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1049
S4_ALI_00563_C3,ALI_00563,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2444
S4_ALI_00563_C4,ALI_00563,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1681
S4_ALI_00563_C5,ALI_00563,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,-0.0441
S4_ALI_00564_C1,ALI_00564,computer_vision_stream,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 0.62 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,conflict_risk,A3,0.4668
S4_ALI_00564_C2,ALI_00564,computer_vision_stream,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 0.62 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,accept,resource_feasible,A3,0.5067
